#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
####Muslim to Ormazdic stuff;;;;;;;;;;;;;x
###Hajj;;;;;;;;;;;;;x
go_on_hajj;Go on pilgrimage to Martek;Partir en pèlerinage à La Mecque;Geht auf Hadsch nach Mekka ;;Ir al Hajj a La Meca;;;;;;;;;x
EVTOPTA86630;Sacrifice a ram.;Sacrifier un bélier.;Opfert einen Widder.;;Sacrifica un carnero.;;;;;;;;;x
EVTOPTB86630;Sacrifice a lamb.;Sacrifier un agneau.;Opfert ein Lamm.;;Sacrifica un cordero.;;;;;;;;;x
EVTDESC86700;A group of dune bandits have forced our party to make a stand. We are outnumbered, but with the joy in our heart from our pilgrimage, we have a chance to defeat them!;Un groupe de bandits nous oblige à mettre notre fête entre parenthèses. Nous sommes en infériorité numérique mais la joie que nous procure notre pèlerinage nous donnera peut-être la force de vaincre ces bandits !;Eine Gruppe Banditen hat unsere Gruppe dazu gezwungen, sich entgegen zu stellen. Wir sind zahlenmäßig unterlegen, doch mit der Freude in unserem Herzen, über unsere Wallfahrt, haben wir eine Chance, sie zu besiegen! ;;Un grupo de bandidos ha hecho que nuestro grupo se detenga. Nos superan en número, ¡pero con la dicha del peregrinación en nuestros corazones, tenemos una oportunidad de derrotarles!;;;;;;;;;x
EVTOPTA86700;These infidels will shatter.;Ces infidèles vont mourir !;Diese Ungläubigen werden zerschmettern.;;Haremos añicos a esos infieles.;;;;;;;;;x
EVTOPTB86700;Run away!;Fuyez !;Lauft weg!;;¡Corre!;;;;;;;;;x
EVTDESC86701;We accidentally ran into a group of dune bandits at nightfall, and the guards that I had hired to protect my group proved their worth. All of the infidel bandits have been slain.;Nous croisons malencontreusement la route de bandits à la tombée de la nuit, et les gardes que j'ai engagés pour protéger mon groupe prouvent leur efficacité. Tous les bandits sont tués.;Ausversehen liefen wir bei Einbruch der Dunkelheit einer Gruppe Banditen in die Arme - die Wachen, die ich eingestellt hatte, um meine Gruppe zu beschützen, bewiesen sie ihren Wert. Alle der ungläubigen Banditen wurden getötet. ;;Al atardecer nos cruzamos con un grupo de bandidos y los guardias que había contratado para proteger al grupo mostraron su valía. Todos los bandidos infieles han muerto.;;;;;;;;;x
EVTOPTA86701;Their loot can come to use.;Leur butin nous sera bien utile.;Ihre Beute kann nützlich werden. ;;Sus posesiones pueden servirnos de algo.;;;;;;;;;x
EVTDESC86720;As you travel back home from Martek you encounter a very poor village, where even the richest seem to starve.;Alors que vous entreprenez le chemin de retour depuis La Mecque, vous passez dans un village très pauvre, où même les plus aisés semblent mourir de faim.;Als Ihr Euch von Mekka auf den Weg nach Hause macht, trefft Ihr auf ein sehr armes Dorf, indem sogar die Reichsten zu hungern scheinen. ;;En tu viaje de vuelta a La Meca,  encuentras una mísera aldea, donde hasta el más rico pareciera morir de hambre.;;;;;;;;;x
EVTOPTA86720;I must help them!;Je dois les aider !;Ich muss ihnen helfen! ;;¡Debo ayudarles!;;;;;;;;;x
EVTOPTB86720;I can't afford to help them all..;Je n'ai pas les moyens de tous les aider.;Ich kann leider nicht allen helfen... ;;No puedo permitirme ayudarles a todos...;;;;;;;;;x
EVTDESC86800;I have returned to my court a changed man. I am truly humbled before the One, and I know that all men are equal and can live in harmony with each other.;C'est un homme transformé qui rentre à son fief. Je suis humble devant Ormazd et je sais que tous les hommes sont égaux et peuvent vivre ensemble, en harmonie.;Ich kehrte an meinen Hof als anderer Mensch zurück. Ich bin wahrlich demütig vor Ormazd, und ich weiß, dass alle Menschen gleich sind und in Harmonie mit einander leben können. ;;He regresado a mi corte como un hombre nuevo. Realmente me mostré humilde ante Alá, y reconozco que todos los hombres son iguales y que pueden vivir en armonía.;;;;;;;;;x
EVTOPTA86800;There is no god but Ormazd, and the Prophets are His messengers;Il n'y a qu'un seul dieu, et Mahomet est son prophète.;Es gibt keinen anderen Gott als Ormazd, und Mohammed ist der Gesandte Ormazds ;;No hay otro dios sino Alá, y Mahoma es el mensajero de Alá;;;;;;;;;x
EVTDESC86900;A local jurist is berating you as you are getting older and have not yet been on the sared pilgrimage, which is expected of every worshipper of Ormazd once in his life. [Root.job_spiritual.GetTitledFirstName] says that as a ruler, I should be an example for my subjects.;Un imam local vous admoneste car les années passent et vous n'avez pas toujours effectué votre pèlerinage, l'un des cinq piliers de l'Islam que tout musulman se doit d'accomplir au moins une fois dans sa vie. [Root.job_spiritual.GetTitledFirstName] prétend qu'en tant que dirigeant, vous vous devez de montrer l'exemple à vos sujets.;Ein örtlicher Iman scheltet Euch als Ihr älter werdet und noch nicht auf Hadsch gewesen seid, was von jedem Moslem einmal in seinem Leben erwartet wird. [Root.job_spiritual.GetTitledFirstName] sagt, dass man als Herrscher ein Beispiel für meine Untertanen sein müsse. ;;Un imam local te reprende porque estás envejeciendo y todavía no has hecho la hajj, se supone que la deben hacer todos los musulmanes al menos una vez en la vida. [Root.job_spiritual.GetTitledFirstName] dice que gobernante, debo ser un ejemplo para mis súbditos.;;;;;;;;;x
EVTOPTA86900;I will soon go to Martek!;Je partirai bientôt pour La Mecque !;Ich werde schon bald nach Mekka gehen! ;;¡Pronto iré a La Meca!;;;;;;;;;x
EVTOPTB86900;I am busy preparing a holy war, to liberate fellow Ormazdics!;Je prépare un jihad armé pour libérer des fidèles musulmans !;Ich bin mit der Vorbereitung eines Jihad beschäftigt, um andere Moslems zu befreien! ;;¡Estoy preparando un yihad para liberar a mis hermanos musulmanes!;;;;;;;;;x
EVTOPTC86900;I am busy being [Root.County.Holder.PrimaryTitle.GetRulerTitle]!;Ma fonction de [Root.County.Holder.PrimaryTitle.GetRulerTitle] me prend tout mon temps !;Ich bin mit dem [Root.County.Holder.PrimaryTitle.GetRulerTitle] sein beschäftigt!;;¡Estoy ocupado siendo [Root.County.Holder.PrimaryTitle.GetRulerTitle]!;;;;;;;;;x
EVTDESC86901;[Root.job_spiritual.GetTitledFirstName] is reminding you that you have promised to go to Martek, and that while Ormazd is merciful in His wisdom, you have indeed promised Him to go on a pilgrimage.;[Root.job_spiritual.GetTitledFirstName] vous rappelle que vous avez promis de vous rendre à La Mecque et que si Ormazd se montre miséricordieux dans Sa sagesse, vous Lui avez tout de même promis de faire un pèlerinage.;[Root.job_spiritual.GetTitledFirstName] erinnert Euch daran, dass Ihr versprochen habt, nach Mekka zu gehen und obwohl Ormazd in Seiner Weisheit gnädig ist, habt Ihr Ihm versprochen auf eine Wallfahrt zu gehen. ;;[Root.job_spiritual.GetTitledFirstName] te recuerda que has prometido ir a La Meca, y que si bien Alá es misericordioso en Su sabiduría, tú ya Le has prometido hacer la peregrinación.;;;;;;;;;x
EVTOPTA86901;I am not a good Ormazdic...;Je ne suis pas un bon musulman...;Ich bin kein guter Moslem...;;No soy un buen musulmán....;;;;;;;;;x
EVTDESC86902;[Root.job_spiritual.GetTitledFirstName] is reminding you that you had promised to liberate good Ormazdics living under heathen rule, and there still exists such in the world.;[Root.job_spiritual.GetTitledFirstName] vous rappelle que vous avez promis de libérer les bons musulmans qui vivent sous l'emprise chrétienne, et qu'il en existe encore beaucoup dans cette situation.;[Root.job_spiritual.GetTitledFirstName] erinnert Euch daran, dass Ihr versprochen habt, gute Moslems, die unter christlichen Regeln leben, zu befreien, und soetwas existiert noch immer in der Welt. ;;[Root.job_spiritual.GetTitledFirstName] te recuerda que ya habías prometido liberar a los buenos musulmanes que viven bajo dominio cristiano, y que todavía existen musulmanes en esas condiciones.;;;;;;;;;x
EVTOPTA86902;I am not a good Ormazdic...;Je ne suis pas un bon musulman...;Ich bin kein guter Moslem...;;No soy un buen musulmán....;;;;;;;;;x
EVTDESC86810;The ship you are on falls victim to a mighty storm, and you are tossed overboard as it sinks beneath the waves. Together with your followers and a few other survivors, you are washed ashore on a small, deserted island. As a person of rank, it falls on you to distribute what little food you have left.;Le bateau sur lequel vous vous trouvez se retrouve au centre d'une puissante tempête et vous êtes jeté par dessus bord alors que celui-ci sombre sous les vagues. Ensemble avec vos suivants et quelques autres survivants, vous vous échouez sur une petite île déserte. En tant que personne de rang, c'est à vous de distribuer le peu de nourriture qu'il vous reste.;Das Schiff, auf dem ihr euch befindet wird Opfer eines mächtigen Sturms und ihr geht über Bord, als es in den Fluten versinkt. Zusammen mit euren Gefolgsleuten und einigen anderen Überlebenden werdet ihr an einer kleinen, einsamen Insel angespült. Als Person von Stand liegt es an euch, die wenige Nahrung zu verteilen, die ihr noch zur Verfügung habt.;;El barco en el que viajabas naufraga en una gran tormenta, y tu caes al agua mientras se hunde entre las olas. Junto a tus seguidores y otros pocos supervivientes llegas a una pequeña isla desierta. Como la persona más importante te toca distribuir la poca comida que os queda.;;;;;;;;;x
EVTOPTA86810;We will share evenly, as brothers.;Nous partagerons équitablement, comme des frères.;Wir teilen die Nahrung gleichmäßig auf, wie Brüder.;;La repartiremos a partes iguales como buenos hermanos;;;;;;;;;x
EVTOPTB86810;As [Root.GetTitle], my share will be greatest of course.;En tant que [Root.GetTitle], ma part sera plus importante bien entendu.;Als [Root.GetTitle] ist mein Anteil selbstverständlich der größte.;;Como [Root.GetTitle], mi parte será la más grande;;;;;;;;;x
EVTTOOLTIP86811;You share the food evenly with the other survivors.;Vous partagez la nourriture équitablement avec les autres survivants;Ihr teilt die Nahrung gleichmäßig mit den anderen Überlebenden.;;Compartes la comida por partes iguales con los otros supervivientes;;;;;;;;;x
EVTDESC86811;After a few days another ship carrying pilgrims passes nearby, and to everyone's relief their lookout spots your stranded party. Though weakened by the lack of food and water, everyone survives thanks to your decision to share supplies evenly.;Après quelques jours, un autre navire transportant des pélerins se profile à l'horizon. Et au soulagement général, leur vigie repère votre groupe d'échoués. Bien qu'affaibli par le manque de nourriture et d'eau, tout le monde a survécu grâce à votre décision de partager la nourriture équitablement. ;Einige Tage später passiert euch ein anderes Pilgerschiff und zu eurer Erleichterung entdeckt der Ausguck eure gestrandete Gruppe. Obwohl ihr von Hunger und Durst geschwächt seid, so hat doch dank eurer Entscheidung, die Vorräte gleichmäßig zu verteilen, ein Jeder überlebt.;;Al cabo de unos días, otro barco transportando peregrinos pasa por la zona, y para mayor suerte su tripulación se da cuenta de vuestra presencia. Aunque debilitados por la falta de comida y agua, todo el mundo ha sobrevivido gracias a tu decisión de repartir la comida en partes iguales.;;;;;;;;;x
EVTOPTA86811;Now we can all continue to Martek!;Maintenant nous pouvons tous reprendre notre chemin vers la Mecque!;Nun können wir alle unsere Reise nach Mekka fortsetzen!;;¡Ahora podemos continuar rumbo a la Meca!;;;;;;;;;x
EVTTOOLTIP86812;Most of the supplies are reserved for you.;La plupart des provisions vous sont réservées.;Der Großteil der Vorräte wird für euch reserviert.;;La mayoría de los víveres son reservados para tí.;;;;;;;;;x
EVTDESC86812;After a few days another ship carrying pilgrims passes nearby, and to everyone's relief their lookout spots your stranded party. For some of the survivors it is too late, but at least you are in good health, as, befitting of your great station, the lion's share of water and food has gone to you.;Après quelques jours, un autre navire transportant des pélerins se profile à l'horizone. Et au soulagement général, leur vigie repère votre groupe d'échoués. Pour quelques uns des survivants il est trop tard, mais au moins êtes-vous en bonne santé, étant donné que, comme il sied à votre rang, la part du lion d'eau et de nourriture vous a été attribuée.;Einige Tage spätter passiert euch ein anderes Pilgerschiff und zu eurer Erleichterung entdeckt der Ausguck eure gestrandete Gruppe. Für einige kommt die Rettung zu spät, aber ihr seid in bester Gesundheit, da ihr eurem Stand entsprechend den Löwenanteil der Vorräte erhalten hattet.;;Al cabo de unos días, otro barco transportando peregrinos pasa por la zona, y para mayor suerte su tripulación se da cuenta de vuestra presencia. Para algunos de los supervivientes del naufragio ya fue demasiado tarde, pero al menos tú estás en perfectas condiciones, ya que gracias a tus ordenes, la mayor parte de los víveres fueron para tí.;;;;;;;;;x
EVTOPTA86812;Let us pay no heed to this little setback. Onwards!;Ne prêtons pas attention à cette petite mésaventure. En avant!;Lasst uns solchen kleinen Rückschlägen keine Beachtung schenken!;;Olvidemos lo ocurrido. ¡Sigamos adelante!;;;;;;;;;x
EVTDESC86815;You take passage on a ship, but the crew is soon exposed as less than honorable. The captain is overheard discussing how he and his men will sell the pilgrims he is carrying, including you, into slavery at the next port!;Vous prennez passage sur un navire mais l'équipage s'avère vite peu honorable. Le capitaine est surpris en train de parler de la manière dont lui et ses hommes vont vendre en esclavage au prochain port les pélerins qu'il transporte, vous compris.;Ihr habt eine Passage auf einem Schiff gebucht, doch die Besatzung erweist sich schnell als wenig ehrenhaft. Der Kapitän wird dabei belauscht, wie er seinen Männern erzählte, dass er die Pilger, inklusive euch, im nächsten Hafen in die Sklaverei verkaufen will.;;Subís abordo del barco, pero pronto descubres que la tripulación no es honorable. ¡Observas al capitán discutiendo como sus hombres y él venderan a los peregrinos, tú incluido, como esclavos en el próximo puerto!;;;;;;;;;x
EVTOPTA86815;That will not come to pass. To arms!;Celà ne se passera pas comme ça. Aux armes!;Das wird nicht passieren. Zu den Waffen!;;Eso no puede pasar. ¡A las armas!;;;;;;;;;x
EVTOPTB86815;We will sneak off the ship just before it docks...;Nous nous glisserons subrepticement hors du navire juste avant qu'il n'accoste…;Wir werden uns kurz vor dem Hafen von Bord schleichen...;;Escaparemos del barco antes de que llegue a puerto...;;;;;;;;;x
EVTTOOLTIP86816;Mutiny!;Mutinerie!;Meuterei!;;¡Motín!;;;;;;;;;x
EVTDESC86816;Together with the other pilgrims, you turn against the crew and a fierce struggle ensues. The battle ends when you run your blade through the treacherous captain's gut and the rest of the crew surrenders. The ship is under your command!;Ensemble avec d'autres pélerins, vous vous retournez contre l'équipage et une lutte acharnée s'en suit. La bataille prends fin lorsque vous enfoncez votre épée dans les entrailles du capitaine et que le reste de l'équipage se rend. ;Zusammen mit den anderen Pilgern wendet ihr euch gegen die Besatzung und ein heftiges Gefecht entbrennt. Der Kampf endet, als ihr eure Klinge in die Eingeweide des verräterischen Kapitäns rammt und sich der Rest der Besatzung daraufhin ergibt. Das Schiff steht nun unter eurem Kommando.;;Junto a otros peregrinos, te enfrentas a la tripulación y comienza una encarnizada lucha. La batalla termina cuando deguellas al capitan y el resto de la tripulación se rinde. ¡El barco está bajo tu control!;;;;;;;;;x
EVTOPTA86816;Set sail for Martek!;Hissez les voiles pour la Mecque!;Setzt die Segel gen Mekka!;;¡Naveguemos hasta la Meca!;;;;;;;;;x
EVTTOOLTIP86817;You flee the ship.;Vous fuyez le navire.;Ihr flieht vom Schiff.;;Abandonar el barco;;;;;;;;;x
EVTDESC86817;As the ship approaches the port, you and your party quietly slip away into the water, and swim ashore some distance away from the docks as drenched but free men. The other pilgrims on the ship are not so fortunate...;Alors que le bateau s'approche du port, vos partisans et vous-même vous eclipsez silencieusement dans l'eau et nagez jusqu'au rivage pas trop loin des docks, trempés mais libres. Les autres pèlerins sur le bateau n'ont pas eu la même chance que vous.;Als das Schiff in den Hafen einläuft, stehlt ihr euch mit euren Gefährten davon und schwimmt an Land, durchnässt aber in Freiheit. Die anderen Pilger auf dem Schiff haben nicht soviel Glück...;;De la que el barco se acerca al puerto, tu gente y tú os lanzais al agua sin que nadie se de cuenta, y nadais a suficiente distancia del puerto como hombres mojados pero libres. Los otros peregrinos que iban en el barco no han tenido la misma suerte...;;;;;;;;;x
EVTOPTA86817;At least now we can continue our journey.;Au moins maintenant nous pouvons continuer notre voyage.;Zumindest können wir unsere Reise nun fortsetzen.;;Al menos ahora podremos continuar nuestro viaje;;;;;;;;;x
EVTDESC86820;You are fortunate to encounter a large, well-guarded caravan heading in the same direction as you. After joining with them you encounter several dune bandit groups as you journey forward, but they all scatter at the sight of the caravan, preferring instead to prey on smaller bands of pilgrims.;Vous avez la chance de rencontrer une caravane importante et bien gardée qui se dirige dans la même diretion que vous. Après les avoir rejoints, vous faites la rencontre de plusieurs groupes de bandits au long du voyage mais ils s'éparpillent tous à la vue de la caravane, préférant plutôt s'attaquer à des bandes plus petites de pélerins;Ihr habt das Glück, einer großen Karawane zu begegnen, die ebenfalls in eure Richtung unterwegs ist. Nachdem ihr euch dieser angeschlossen habt, begegnet ihr zwar einigen Räuberbanden, aber alle von ihnen ziehen es vor, auf kleinere, einfacher zu überfallene Gruppen zu warten und halten sich von euch fern.;;Afortunadamente te encuentras con una gran, y bien vigilada, caravana que va en la misma dirección que tú. Después de unirte a ellos os encontráis con varios grupos de bandidos según avanzais, pero todos huyen al ver la caravana, prefieren atacar a pequeños grupos de peregrinos.;;;;;;;;;x
EVTOPTA86820;Cowardly scum!;Lâches!;Feiger Abschaum!;;¡Escoria cobarde!;;;;;;;;;x
EVTDESC86825;You are not far from your goal now, but you and your party are running short on water. A detour to a nearby oasis to replenish your supplies is necessary, but when you arrive it becomes obvious the well dried out many years ago...;Vous n'êtes plus loin de votre but maintenant mais vous et votre groupe commencez à manquer d'eau. Un détour par l'oasis la plus proche pour remplir vos gourdes est nécessaire mais, à votre arrivée, il devient évident que le puit est à sec depuis plusieurs années...;Ihr seid nicht mehr weit von eurem Ziel entfernt, aber euch und euren Gefährten geht langsam das Wasser aus. Ihr müsst einen Umweg zu einer naheliegenden Oase machen, um eure Vorräte aufzufüllen. Als ihr die Oase jedoch erreicht, wird klar, dass sie schon vor Jahren ausgetrocknet ist.;;Ya no estás muy lejos de tu destino, pero a tu grupo y ti os falta agua. Es necesario desviarse a un oasis cercano, pero cuando llegas se te hace obvio que el pozo se secó hace ya muchos años...;;;;;;;;;x
EVTOPTA86825;We must have faith.;Nous devons avoir la foi.;Wir müssen unseren Glauben wahren.;;Debemos tener fe;;;;;;;;;x
EVTOPTB86825;Haha... of course the well is dry...;Haha…et bien sûr le puit est à sec…;Haha, natürlich ist sie ausgetrocknet...;;Jajaja....claro que el pozo está vacio.;;;;;;;;;x
EVTTOOLTIP86826;Sit down in prayer.;Asseyez vous pour prier.;Setzt euch zum Gebet;;Te echas para orar.;;;;;;;;;x
EVTDESC86826;As you sit down in prayer, you spot another caravan far away in the distance. Though you suspect it may be another mirage, you decide to follow it and they eventually lead you to the real oasis, slightly southeast of where you thought it would be.;Alors que vous vous installez pour prier, vous remarquez une autre caravane au loin à l'horizon. Bien que vous suspectiez que ce soit encore un autre mirage, vous décidez de la suivre et ceux-ci vous mènent finalement vers le vrai oasis, un peu plus au sud est que vous ne pensiez qu'il se trouvait. ;Als ihr euch hinsetzt, um zu beten, seht ihr eine andere Karawane in der Ferne. Zuerst haltet ihr sie für eine Fata Morgana, entschließt euch dann aber doch, ihr zu folgen und sie führt euch schließlich zur wahren Oase, ein Stück weiter im Südosten als ihr gedacht hattet.;;De la que estás orando, observas otra caravana en la distancia. Aunque crees que se puede tratar de otro espejismo, decides seguirla y llegar al verdadero oasis, que estaba un poco más al sudeste de donde creías que estaba.;;;;;;;;;x
EVTOPTA86826;The One be praised!;Qu'Ormazd soit loué!;Ormazd sei gepriesen!;;¡Alabado sea Alá!;;;;;;;;;x
EVTTOOLTIP86827;Give in to despair.;S'abandonner au désespoir;Verfallt in Hoffnungslosigkeit.;;Caes en la desesperación.;;;;;;;;;x
EVTDESC86827;Overcome with anger and despair, you pick up a large rock and throw it in a rage over the crest of a nearby dune. A loud scream is heard from the other side, and as you cross over the crest you find the real oasis, with glittering, crystal-clear water... and an unconscious bedouin.;Rempli de colère et de désespoir, vous ramassez un gros caillou et le jetez de rage au dessous du sommet d'une dune proche. Un grand cri se fait entendre de l'autre côté et alors que vous passez la crète vous trouvez un vrai oasis avec de l'eau claire et scintillante…ainsi qu'un bédouin inconscient.;Von Hoffnungslosigkeit und Wut ob eures nahen Todes übermannt packt ihr einen großen Stein und schleudert ihn voller Wut über die nächste Düne. Ein lauter Schrei ist von der anderen Seite zu hören und als ihr die Düne erklimmt, um den Ursprung des Schreis auszumachen, entdeckt ihr die wahre Oase, voll von kristallklarem Wasser... und einem bewusstlosen Beduinen.;;Totalmente enfadado y desesperado, coges una piedra grande y la tiras por encima de una duna cercana. Un fuerte grito suena del otro lado, y de la que cruzas la duna te encuentras con el verdadero oasis repleto de agua cristalina... y un beduino inconsciente.;;;;;;;;;x
EVTOPTA86827;Well... who would have thought?;Eh bien…qui aurait cru?;Oh, wer hätte das gedacht...;;Bueno... ¿Quién lo hubiera pensado?;;;;;;;;;x
EVTDESC86830;The journey through the desert is long and arduous under the scorching sun. Suddenly a large tea house materializes into thin air before your very eyes, and the singing djinn who seems to own the establishment beckons you inside. Strangely, your travelling companions do not take notice of this stunning event.;Le voyage à travers le désert est long et ardu sous le soleil brulant. Soudainement une grande maison de thé se matérialise dans l'air devant vos yeux et le djinn chantant qui semblent tenir la place vous invite à l'intérieur. Bizarrement, vos compagnons de voyage ne semblent pas avoir remarqué cet événement surprenant.;Die Reise durch die Wüste ist lang und anstrengend und die gleißende Sonne strahl unbarmherzig auf euch herab. Urplötzlich sehr ihr, wie sich ein großes Teehaus vor euch aus dem Nichts erscheint. Der singende Dschinn, dem das Etablissement zu gehören scheint, winkt euch herbei. Seltsamerweise scheinen eure Gefährten keine Notiz von diesem seltsamen Schauspiel zu nehmen.;;La travesía por el desierto es dura y ardua bajo el sol abrasador. De repente una gran tetería se materializa de la nada delante de tus ojos y el djinn (genio) cantor que parece ser el dueño te invita a pasar. Increiblemente tus compañeros de viaje no se dan cuenta de este explendido evento.;;;;;;;;;x
EVTOPTA86830;A mirage... my mind is playing tricks on me.;Un mirage…mon esprit me joue des tours.;Eine Fata Morgana... Mein Geist spielt mir etwas vor.;;Un espejismo... mi mente me está jugando una mala pasada.;;;;;;;;;x
EVTOPTB86830;Last one inside buys the first round of tea!;Le dernier à l'intérieur paie la première tournée de thé!;Wer zuletzt drinnen ist, muss die erste Runde Tee bezahlen!;;¡El último paga!;;;;;;;;;x
EVTDESC86835;The camel one of your companions is riding on collapses on the sand with a grunt, never to rise again. You could take turns with your companion to ride on your camel, but that would slow you down, and the unforgiving sun would have to be endured a while longer...;Le chameau que monte l'un de vos compagnons s'écroule sur le sable dans un grognement pour ne jamais se relever. Vous pouvez monter votre chameau avec votre compagne chacun à son tour mais cela vous ralentira et l'impitoyable soleil devra être enduré plus longtemps encore…;Das Kamel, das einer eurer Gefährten reitet bricht tot zusammen. Ihr könntet ihm anbieten, abwechselnd auf eurem übrigen Kamel zu reiten, aber das würde euch ausbremsen und ihr müsstet die sengende Hitze noch eine Weile länger ertragen...;;El camello que está cabalgando uno de tus acompañantes sufre un colapso en la arena, no se volverá a levantar. Puedes ofrecerle a tu compañero el compartir a turnos tu camello, pero eso te retrasaría, y tendrías que soportar el sol abrasador bastante más...;;;;;;;;;x
EVTOPTA86835;Here, use my mount for a while.;Tiens, utilise ma monture un instant.;Kommt, ihr könnt für eine Weile auf meinem Kamel reiten.;;Sube un rato a mi camello.;;;;;;;;;x
EVTOPTB86835;Terrible luck, friend... see you in Martek!;Pas de chance, mon ami. On se retrouve à la Mecque!;So ein Pech aber auch... Wir sehen uns in Mekka!;;Mala suerte amigo... ¡Nos vemos en la Meca!;;;;;;;;;x
EVTDESC86840;As you draw closer to Martek, you spot an almost endless baggage train belonging to another ruler who seems to have decided to bring all the luxuries of his court along with them on their pilgrimage. As you pass his carriage together with your party, the driver, unaware of your station, curses at you to get out of the way.;Alors que vous vous rapprochez de la Mecque, vous repérez un train de baggage presque infini appartenent à un autre seigneur qui semble avoir décidé d'apporter avec lui tout le luxe de sa court pour son pélerinage. Alors que votre groupe dépasse son équipage, le conducteur, ignorant de votre rang, vous insulte pour que vous libèriez le passage.;Als ihr euch Mekka nähert, seht ihr einen endlos erscheinenden Tross eines anderen Herrschers, der anscheinend entschieden hat, alle Annehmlichkeiten seines Hofes mit ihm auf die Pilgerfahrt nehmen zu wollen. Als ihr die Wägen mit euren Gefährten passiert, schreit euch einer der Fahrer an, ihm aus dem Weg zu gehen. Offenbar ist er eures Standes nicht gewahr.;;De la que te acercas a la Meca, observas un interminable convoy perteneciente a otro gobernante que decidió traer todos los lujos de su corte consigo en su peregrinaje. De la que adelantas su carruaje, el cochero, no siendo consciente de tu situación, te maldice por ponerte en su camino.;;;;;;;;;x
EVTOPTA86840;We are all equal before Ormazd, friend...;Nous sommes tous égaux devant Ormazd, mon ami…;Wir sind alle gleich vor Ormazd, mein Freund...;;Todos somos iguales a los ojos de Alá, amigo...;;;;;;;;;x
EVTDESC86845;Your small party comes across a single robed figure surrounded by a group of angry dune bandits in the desert. Things could turn ugly unless you intervene...;Dans le désert, votre petit groupe croise un personnage vêtu d'une robe encerclé par un groupe de bandits en colère. Les choses pourraient mal tourner à moins que vous n'interveniez…;Eure kleine Reisegruppe begegnet in der Wüste einer einzelnen berobten Person, die von einer Gruppe wütender Räuber umzingelt ist. Wenn ihr nicht eingreift, wird die Situation übel ausgehen...;;Tu pequeño grupo se cruza en el desierto conr un grupo de bandidos malencarados que rodean un extraño encapuchado. Las cosas se pueden poner feas salvo que intervengas...;;;;;;;;;x
EVTOPTA86845;Stand aside, brigands!;Faites place, brigands!;Hinfort, Banditen!;;¡Apartaos, bandidos!;;;;;;;;;x
EVTOPTB86845;It is no concern of ours.;Cela ne nous concerne pas.;Das ist nicht unser Problem.;;No es de nuestra incumbencia;;;;;;;;;x
EVTTOOLTIP86846;Save the robed figure.;Sauvez la silhouette vêtue d'une robe.;Rettet die berobte Person;;Salvar al extraño encapuchado;;;;;;;;;x
EVTDESC86846;A fierce melee ensues, and several of the brigands are cut down by the robed figure, who reveals himself to be an able fighter. After the rest are dealt with by your party, the robed man bows before you. He hands you a ring with a strange carved symbol, but before you can ask its meaning he takes off into the desert.;Une violente mèlée s'ensuit et plusieurs brigands sont abattus par le figure en robe qui se révèle être une guerrier compétent. Une fois que votre groupe s'est débarassé du reste des brigands, l'homme en robe s'incline devant vous. Il vous donne une bague gravée d'un symbole étrange, mais avant que vous puissiez en demander sa signification, il s'éloigne dans le désert.;Ein heftiger Kampf entbrennt und gleich mehrere der Räuber werden von dem Robenträger niedergemacht, der sich als formidabler Kämpfer erweist. Als der Rest der Angreifer von eurer Gruppe erledigt wurde, verbeugt sich der Fremde vor euch. Er überreicht euch einen Ring mit einem seltsamen eingravierten Symbol, doch bevor ihr ihn nach dessen Bedeutung fragen könnt, verschwindet er in der Wüste.;;Empieza una cruenta batalla, y varios bandidos son abatidos por el extraño encapuchado, que demuestra ser un combatiente feroz. Después de que tu grupo acabara con el resto, el encapuchado te reverencia. Te da un anillo con un extraño símbolo tallado, pero antes de que puedas preguntarle su significado el extraño desaparece en el desierto.;;;;;;;;;x
EVTOPTA86846;How peculiar.;Voilà qui est singulier.;Äußerst seltsam...;;Que llamativo;;;;;;;;;x
EVTDESC86850;As you ride through the desert on your way home, you pass the grim remains of another pilgrim caravan. Their bones have been picked clean by scavengers and it serves as a sobering reminder of the dangers associated with the Hajj. You consider yourself lucky to have made it as far as you have.;Alors que vous traversez le désert, de retour vers votre domaine, vous passez les sombres restes d'une autre caravane de pélerins. Leurs os ont été nettoyés par les charognards et cette seule vue est un rappel des dangers associés au Hajj.;Als ihr durch die Wüste zurück nach Hause reitet, passiert ihr die grausigen Überreste einer anderen Pilgerkarawane. Die Aasfresser ließen nur ihre blanken Knochen zurück, die nun als Mahnmal für die Gefahren der Hajj gereichen. Ihr schätzt euch glücklich, die Reise überstanden zu haben.;;De la que regresas a casa por el desierto, te encuentras con los restos de otro grupo de peregrinos. Los animales carroñeros se han comido sus restos y ahora quedan como un triste recordatorio de los peligros asiciados al Hajj. Te consideras afortunado de haber llegado tan lejos como lo hiciste.;;;;;;;;;x
EVTOPTA86850;We will soon be home, if Ormazd wills it.;Nous serons bientôt de retour. Incha'Ormazd.;Bald werden wir wieder daheim sein, Insha'Ormazd.;;Pronto estaremos en casa, Insha'Ormazd.;;;;;;;;;x
