#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LOADING_TIP_17;Seven is the sacred number of Nurgle.;;;;;;;;;;;;;x
LOADING_TIP_18;Nine is the sacred number of Tzeentch.;;;;;;;;;;;;;x
LOADING_TIP_19;Norscans are sometimes traders, sometimes raiders.;;;;;;;;;;;;;x
LOADING_TIP_21;Orcses is made fer' two fings! Fightin', and winnin'!;;;;;;;;;;;;;x
LOADING_TIP_22;The Great Forest of the Empire harbours innumerable beasts and foes.;;;;;;;;;;;;;x
LOADING_TIP_28;'There are great deeds that remain undone, enemies yet to conquer and raptures yet to rejoice in. So as it is written, so shall it be done. I, Settra, have proclaimed it and let none dare oppose my will.' - Settra the Imperishable;;;;;;;;;;;;;x,,,,,
LOADING_TIP_45;'These are the marks of the blackest evil, these are the marks of the Vampire.' - Witch Hunter von Ingeheim;;;;;;;;;;;;;x
LOADING_TIP_46;'There is no such thing as an innocent verdict in my court. A plea of innocence is guilty of wasting my time.' - Inquisitor Lord Karamazov, Witch Hunter;;;;;;;;;;;;;x
LOADING_TIP_47;'Orcses is never defeated in battle. If we win we win, if we die we die fighting so it don't count. If we runs for it we don't die neither, cos we can come back for annuver go, see!' - Orc view of warfare;;;;;;;;;;;;;x,,,,,,
LOADING_TIP_53;'There's nothin' as sure in the world as the glitter of gold and the treachery of Elves.' - Dwarf saying;;;;;;;;;;;;;x
LOADING_TIP_54;Knowledge is power, guard it well.;;;;;;;;;;;;;x
LOADING_TIP_55;Hope is the first step on the road to disappointment.;;;;;;;;;;;;;x
LOADING_TIP_56;Estalians insist that Tilea was conquered by them under the leadership of the avatar of Myrmidia.;;;;;;;;;;;;;x
LOADING_TIP_57;Tileans insist that Estalia was conquered by them under the leadership of the avatar of Myrmidia.;;;;;;;;;;;;;x
LOADING_TIP_58;The moon Morrslieb is comprised almost entirely of Warpstone. The Skaven are attempting to develop a way of harvesting it.;;;;;;;;;;;;;x
LOADING_TIP_59;Khorne cares not from whence the blood flows, only that it flows.;;;;;;;;;;;;;x
LOADING_TIP_60;Drachenfels, the Great Enchanter, was defeated by Sigmar. He eventually returned, but weaker than before.;;;;;;;;;;;;;x,,,,,,
LOADING_TIP_61;Mordheim was the great capital of Ostermark. It was destroyed  by a large Warpstone meteor at the stroke of midnight that marked the beginning of the year 2000 IC.;;;;;;;;;;;;;x
LOADING_TIP_62;Mousillon sits on a natural convergence of the Winds of Magic, which makes the living sickly and the dead restless.;;;;;;;;;;;;;x
LOADING_TIP_63;Nehekhara was destroyed in ancient times by the necromancer Nagash.;;;;;;;;;;;;;x
LOADING_TIP_64;Vampires were created by the necromancer Nagash to act as the captains of his armies.;;;;;;;;;;;;;x
LOADING_TIP_65;The dark forests of the world are home to tribes of Beastmen. They gather around the largest and cruellest of their kind.;;;;;;;;;;;;;x
LOADING_TIP_66;Time in Athel Loren does not pass in a typical fashion.;;;;;;;;;;;;;x
LOADING_TIP_67;The Chaos Wastes often shift. Any map of the land is unreliable at best.;;;;;;;;;;;;;x
LOADING_TIP_68;Bretonnia is periodically ravaged by the insane Vampire known as the Red Duke.;;;;;;;;;;;;;x
LOADING_TIP_69;Lizardmen do not appreciate explorers entering their territory in search of treasure.;;;;;;;;;;;;;x
LOADING_TIP_70;Araby is very far from the polar gates, and thus is safe from the worst of Chaos.;;;;;;;;;;;;;x
DYN1_DESC;With a score of $SCORE$ you$FAILED$ beat House Holswig-Schliestein. Originally lords of Ubersreik, the family quietly built its wealth and prestige as wars raged all around. The family catapulted to fame when the childless Magnus the Pious chose to pass the realm of Reikland to his good friend Wilhelm, rather than to a distant relative. The family held this title for many years until the latest Prince of Reikland, Wilhelm III won the Imperial throne after the debacle of Dieter IV's abdication. Since then they have yet to relinquish the position, maintaining an unbroken series of generally popular Emperors. The latest in the family being Karl-Franz, who has had to face the worst challenges the Empire has ever seen.;;;;;;;;;;;;;x,,,,
DYN2_DESC;With a score of $SCORE$ you$FAILED$ beat House von Carstein. The von Carsteins originated with Vlad von Carstein, a powerful Vampire who in 1797 married Isabella von Drak, daughter of the Graf of Sylvania. With subterfuge, brutality and sorcery he took control of the province, eliminated resistance and recruited promising nobles into his Vampiric bloodline. His influence grew until he attempted to take over the fractured Empire in 2010, which resulted in his death in 2051 during the siege of Altdorf. Without his dominant leadership, his extensive 'family' of Vampires, cultists and necromancers fragmented into competing claimants, allowing them to be defeated piecemeal by the armies of the Empire. Despite the infighting and setbacks, the von Carstein bloodline survived and has continued to grow in influence, most notably under the control of Mannfred von Carstein.;;;;;;;;;;;;;x,
DYN3_DESC;With a score of $SCORE$ you$FAILED$ beat House von Bildhofen. This house is very old and widespread, with landed estates found throughout the Empire, and several Electors hailing from their dynasty. The most famous of all is Magnus the Pious, formerly a minor noble of Nuln, who united the Empire through his bravery and zealous devotion to Sigmar.;;;;;;;;;;;;;x,,,,,
DYN4_DESC;With a score of $SCORE$ you$FAILED$ beat House Untermensch. Despite the unfortunate name, the Untermensch family held a significant amount of influence on the history of the Empire. Most infamous of all is the first Ottilia, Elector of Talabecland, who rebelled against the Imperial election of 1359 and triggered the start of what would become the Age of Three Emperors. The Untermensch dynasty held onto the province of Talabecland and maintained their claim for the Imperial throne right until the ascension of Magnus the Pious in 2304. Despite their longevity and persistence, they never extended outside of Talabecland, and are mostly remembered for causing the fragmentation of the Empire.;;;;;;;;;;;;;x,,,,
DYN5_DESC;With a score of $SCORE$ you$FAILED$ beat House Bokha of Kislev. Directly descended from Khan-Queen Miska of the Gospodars, the Bokhas have withstood some of the fiercest Chaos incursions the world has seen, culminating in the invasion of Archaon the Everchosen.;;;;;;;;;;;;;x,,,,,,,
DYN6_DESC;With a score of $SCORE$ you$FAILED$ beat House van der Maacht. Their influence in Marienburg and Westerland stretches back into the hazy past, but it is believed they are distantly related to the various Nordlander ruling houses. The power of Marienburg under the van der Maachts grew as the Imperial system weakened during the Age of Three Emperors, as they took advantage of the general confusion and corruption to strengthen their own position. Nominally a subject territory of Nordland, the political and economic power of the city-state grew to the extent that in 1979 the infant Countess Magritta was elected Empress. The obvious fraud and bribery of the decision dissolved whatever integrity the Empire still had, and by 1980 the Empire had completely broken apart into constituent provinces and imperial claimants. The van der Maachts continued to make their claim for the Imperial throne, but were unable to make much headway due to the destruction caused by the Vampire Wars. In 2302, the last surviving member, Paulus van der Maacht, marched with Magnus the Pious to fight the forces of Chaos in Kislev. His death in battle resulted in the city being thrown into confusion over the succession, which Magnus solved in 2305 by giving control of the city to a board of merchants.;;;;;;;;;;;;;x
DYN7_DESC;With a score of $SCORE$ you$FAILED$ beat House Todbringer. Sometimes known instead as Wüterich, they have held Middenland and Middenheim for many centuries, building a reputation for fierce and proud servants of Ulric. They are especially adept (or obsessed) at hunting down the Beastmen that plague their realm.;;;;;;;;;;;;;x,,,,,,,
DYN8_DESC;With a score of $SCORE$ you$FAILED$ beat House von Holzkrug. The von Holzkrugs held the throne of Reikland for centuries during the Age of Three Emperors, and even held the Imperial throne at one point. With the support of the Grand Theogonist, they rebelled against the election of Magritta van der Maacht and attempted to press their own claim for the throne, resulting in the total fragmentation of the already ailing Empire. The rulers of Reikland gained some fame for their exploits in the Vampire Wars, but the distrust and enmity of their neighbours prevented them from reuniting the Empire. The family came to an end in 2302 when the last heir, Lorenz, travelled with Magnus the Pious to Kislev to fight in the Great War Against Chaos. His death caused no small turmoil in the succession, which resulted in the Grand Theogonist ceding control of the realm to Magnus in recognition of his services to Sigmar.;;;;;;;;;;;;;x,,
DYN9_DESC;With a score of $SCORE$ you$FAILED$ beat House von Alptraum. The Alptraums ruled Averland for many generations, culminating in the occasionally brutal rule of Ludmilla von Alptraum. This came undone when the brilliant general Marius Leitdorf married Helena von Alptraum, sister to the heiress Marlene. With the backing of the state army and his marriage providing a veneer of legitimacy, Marius Leitdorf was able to push his claim on Averland, ending the reign of the von Alptraum family.;;;;;;;;;;;;;x,,,,,
DYN10_DESC;With a score of $SCORE$ you$FAILED$ beat House Toppenheimer. Though not Electors, the Toppenheimers expanded through Wissenland and Solland, securing an excellent power base despite the best efforts of their peers.;;;;;;;;;;;;;x,,,,,,,
DYN11_DESC;With a score of $SCORE$ you$FAILED$ beat House Gausser. The Gausser family ruled Nordland for many years, and insisted that by bloodline they had the right to the errant realm of Marienburg. However, they were never able to enforce this claim, which if successful would have launched them to untold riches and prestige.;;;;;;;;;;;;;x,,,,,,
DYN12_DESC;With a score of $SCORE$ you$FAILED$ beat House von Krystallbach. After the defeat of Mannfred von Carstein in 2145, a moment of ill-conceived ambition led Graf Martin von Krystallbach to declare that Sylvania was a component province of Stirland, to the mild concern of his peers. Although this did effectively double the size of his realm, Sylvania proved to be nigh-impossible to govern and remained a regional menace for centuries to come.;;;;;;;;;;;;;x,,,,,,
DYN13_DESC;With a score of $SCORE$ you$FAILED$ beat House von Drak. The von Draks of Sylvania were legendary in their ill-governance. Under their rule Sylvania was overrun by monsters and petty nobles abused their vassals with impunity. Their reign of ambivalent terror was only ended by the arrival of Vlad von Carstein.;;;;;;;;;;;;;x
DYN14_DESC;With a score of $SCORE$ you$FAILED$ beat House Stoutheart. In the 26th century, Hisme Stoutheart achieved a record ten consecutive three-year terms as Elder of the Mootland.;;;;;;;;;;;;;x
DYN15_DESC;With a score of $SCORE$ you$FAILED$ beat House Nikse. The Nikse family were a minor noble family in Nordland, and are only known from their occasional marriages into the Todbringer dynasty.;;;;;;;;;;;;;x
# RETINUES
RETTYPE_CUL_IMP;Imperial Free Company;;;;;;;;;;;;;x
RETTYPE_CUL_IMP2;Imperial State Halabardiers;;;;;;;;;;;;;x
RETTYPE_CUL_IMP3;Imperial State Spearmen;;;;;;;;;;;;;x
RETTYPE_CUL_IMP4;Imperial State Handgunners;;;;;;;;;;;;;x
RETTYPE_CUL_IMP5;Imperial State Swordsmen;;;;;;;;;;;;;x
RETTYPE_CUL_BRET;Bretonnian Pikeman Company;;;;;;;;;;;;;x
RETTYPE_CUL_BRET2;Bretonnian Archers Company;;;;;;;;;;;;;x
RETTYPE_CUL_BRET3;Knights of the Realm;;;;;;;;;;;;;x
RETTYPE_CUL_KISLEV1;Kossar Rota;;;;;;;;;;;;;x
RETTYPE_CUL_KISLEV2;Kremlin Guard Rota;;;;;;;;;;;;;x
RETTYPE_CUL_ORC;Black Orc Boyz;;;;;;;;;;;;;x
RETTYPE_CUL_DWARF;Longbeards;;;;;;;;;;;;;x
RETTYPE_SPEC_VAMP;Vampire Knights;;;;;;;;;;;;;x
# DISEASES GUI INFO
has_creeping_buboes;Has Creeping Buboes;;;;;;;;;;;;;x
has_creeping_buboes_desc;This character has Creeping Buboes, which leave horrible itchy red welts.;;;;;;;;;;;;;x
has_creeping_buboes_death;of Creeping Buboes;;;;;;;;;;;;;x
has_green_pox;Has the Green Pox;;;;;;;;;;;;;x
has_green_pox_desc;This character has the Green Pox, which causes pus-filled boils to appear and burst, trickling green ichor.;;;;;;;;;;;;;x,,,,,,,
has_green_pox_death;of the Green Pox;;;;;;;;;;;;;x
has_red_pox;Has the Red Pox;;;;;;;;;;;;;x
has_red_pox_desc;This character has the Red Pox, which is sometimes known as the Scarlet Scourge.;;;;;;;;;;;;;x
has_red_pox_death;of the Red Pox;;;;;;;;;;;;;x
has_rattlelung;Has Rattlelung;;;;;;;;;;;;;x
has_rattlelung_desc;This character has Rattlelung, and can never seem to stop coughing.;;;;;;;;;;;;;x
has_rattlelung_pox_death;of Rattlelung;;;;;;;;;;;;;x
has_tomb_rot;Has Tomb Rot;;;;;;;;;;;;;x
has_tomb_rot_desc;This character has Tomb Rot, which causes the flesh to rot away.;;;;;;;;;;;;;x
has_nurgles_rot;Has Nurgle's Rot;;;;;;;;;;;;;x
has_nurgles_rot_desc;This character has Nurgle's Rot, and is cursed to spread father Nurgle's 'gifts'.;;;;;;;;;;;;;x
has_nurgles_rot_death;of Nurgle's Rot;;;;;;;;;;;;;x
has_bone_auge;Has Bone Auge;;;;;;;;;;;;;x
has_bone_auge_desc;This character has Bone Auge, his bones are malformed in terrible way, [This.GetSheHe] is in constant pain.;;;;;;;;;;;;;x,,,,,,,
has_bone_auge_death;of Bone Auge;;;;;;;;;;;;;x
creeping_buboes;Creeping Buboes;;;;;;;;;;;;;x
CREEPING_BUBOES_INFO;There is an epidemic of Creeping Buboes in this place.;;;;;;;;;;;;;x
rattlelung;Rattlelung;;;;;;;;;;;;;x
RATTLELUNG_ROT_INFO;There is an epidemic of Rattlelung in this place.;;;;;;;;;;;;;x
nurgles_rot;Nurgle's Rot;;;;;;;;;;;;;x
NURGLES_ROT_INFO;Father Nurgle has gifted this place with one his most virulent diseases.;;;;;;;;;;;;;x
red_pox;the Red Pox;;;;;;;;;;;;;x
RED_POX_INFO;There is an epidemic of the Red Pox in this place.;;;;;;;;;;;;;x
green_pox;the Green Pox;;;;;;;;;;;;;x
GREEN_POX_INFO;There is an epidemic of the Green Pox in this place.;;;;;;;;;;;;;x
# EVENT MODIFIERS
state_troops_given;Provided Professional Troops;;;;;;;;;;;;;x
state_troops_given_desc;The Character has provided Emperor with professional troops.;;;;;;;;;;;;;x
# duel
battlefield_fight;Fight on the Battlefield;;;;;;;;;;;;;x
battlefield_fight_desc;This character recently fought on a battlefield.;;;;;;;;;;;;;x
# magic ones
spell_inspiration;Inspiration;;;;;;;;;;;;;x
spell_inspiration_desc;The luminous power of Hysh filled this character with wisdom.;;;;;;;;;;;;;x
spell_truthpower;The Power of Truth;;;;;;;;;;;;;x
spell_truthpower_desc;The words of this characters are empowered with powers of Hysh.;;;;;;;;;;;;;x
spell_eyesoftruth;Eyes of Truth;;;;;;;;;;;;;x
spell_eyesoftruth_desc;The Wind of Magic allows this character to see through lies of others.;;;;;;;;;;;;;x
spell_blizzard;Under Spell: Blizzard;;;;;;;;;;;;;x
spell_blizzard_desc;There is terrible blizzard of magical origin raging in this province.;;;;;;;;;;;;;x
# battle magic modifiers
battle_magic_light;White Wizard;;;;;;;;;;;;;x
battle_magic_light_desc;This character uses White Wind of Magic to aid his troops in battle;;;;;;;;;;;;;x
# chaos connected
called_for_help_chaos;Called for help;;;;;;;;;;;;;x
called_for_help_chaos_desc;This character called for help in defending against Chaos invasion.;;;;;;;;;;;;;x
# province modifiers
ravaged_by_chaos;Ravaged by Chaos;;;;;;;;;;;;;x
ravaged_by_chaos_desc;These lands were target of a recent Chaos incursion, those who didn't escape from this defiled land were killed by Chaos host. This earth is soaked by blood and terrible creatures are haunting city streets in the light of day.;;;;;;;;;;;;;x
resistance;Resistance against Chaos;;;;;;;;;;;;;x
resistance_desc;There are still some unwilling to surrender to the forces of Chaos and rather intend to oppose them until the bitter end.;;;;;;;;;;;;;x
dead_raised;Dead Raised;;;;;;;;;;;;;x
dead_raised_desc;The whole legion of undead was raised in this province.;;;;;;;;;;;;;x
depopulated;Depopulated;;;;;;;;;;;;;x
depopulated_desc;The province was severely depopulated - it will take years for it to reach the former number of inhabitants.;;;;;;;;;;;;;x
# CULTURE MODIFIERS
###Special Units stuff;;;;;;;;;;x
gun_volley_tactic;Gun Volley;;;;;;;;;;;;x
magic_barrage_tactic;Magical Barrage;;;;;;;;;;;;x
artillery_barrage_tactic;Artillery Barrage;;;;;;;;;;;;x
###Culture Modifiers;;;;;;;;;;x
default_culture_modifier;Default Culture Modifier;;;;;;;;;;;;x
daemons_culture_modifier;Daemonic Culture Modifier;;;;;;;;;;;;x
empire_culture_modifier;Imperial Culture Modifier;;;;;;;;;;;;x
bretonnian_culture_modifier;Bretonnian Culture Modifier;;;;;;;;;;;;x
tilea_culture_modifier;Tilean Culture Modifier;;;;;;;;;;;;x
estalia_culture_modifier;Estalian Culture Modifier;;;;;;;;;;;;x
norsca_culture_modifier;Norscan Culture Modifier;;;;;;;;;;;;x
gospodar_culture_modifier;Gospodar Culture Modifier;;;;;;;;;;;;x
kurgan_culture_modifer;Kurgan Culture Modifier;;;;;;;;;;;;x
hungs_culture_modifier;Hung Culture Modifier;;;;;;;;;;;;x
kislevite_culture_modifier;Kislevite Culture Modifier;;;;;;;;;;;;x
ungol_culture_modifier;Ungol Culture Modifier;;;;;;;;;;;;x
dwarven_culture_modifier;Dwarf Culture Modifier;;;;;;;;;;;;x
elven_culture_modifier;Elven Culture Modifier;;;;;;;;;;;;x
goblin_culture_modifier;Goblin Culture Modifier;;;;;;;;;;;;x
orc_culture_modifier;Orc Culture Modifier;;;;;;;;;;;;x
halflings_culture_modifier;Halfling Culture Modifier;;;;;;;;;;;;x
beastman_culture_modifier;Beastman Culture Modifier;;;;;;;;;;;;x
nehekharan_culture_modifier;Nehekharan Culture Modifier;;;;;;;;;;;;x
strigany_culture_modifier;Strigany Culture Modifier;;;;;;;;;;;;x
lizardmen_culture_modifier;Lizardman Culture Modifier;;;;;;;;;;;;x
amazon_culture_modifier;Amazon Culture Modifier;;;;;;;;;;;;x
cathayan_culture_modifier;Cathayan Culture Modifier;;;;;;;;;;;;x
arabyan_culture_modifier;Arabyan Culture Modifier;;;;;;;;;;;;x
southland_culture_modifier;Southlander Culture Modifier;;;;;;;;;;;;x
ogres_culture_modifier;Ogre Culture Modifier;;;;;;;;;;;;x
skaven_culture_modifier;Skaven Culture Modifier;;;;;;;;;;;;x
skryre_culture_modifier;Skryre Culture Modifier;;;;;;;;;;;;x
eshin_culture_modifier;Eshin Culture Modifier;;;;;;;;;;;;x
moulder_culture_modifier;Moulder Culture Modifier;;;;;;;;;;;;x
pestilens_culture_modifier;Pestilens Culture Modifier;;;;;;;;;;;;x
###Variables;;;;;;;;;;x
suspicion;Suspicion;;;;;;;;;;x
doom_counter;Doom Counter;;;;;;;;;;x
khornefavor;Khorne's favour;;;;;;;;;;x
nurglefavor;Nurgle's favour;;;;;;;;;;x
tzeentchfavor;Tzeentch's favour;;;;;;;;;;x
slaaneshfavor;Slaanesh' favour;;;;;;;;;;x
undividedfavor;Chaos Undivided favour;;;;;;;;;;x
khornecultpower;Khorne's cult power;;;;;;;;;;x
nurglecultpower;Nurgle's cult power;;;;;;;;;;x
tzeentchcultpower;Tzeentch's cult power;;;;;;;;;;x
slaaneshcultpower;Slaanesh' cult power;;;;;;;;;;x
undividedcultpower;Chaos Undivided cult power;;;;;;;;;;x
humanslaves;Human Slaves;;;;;;;;;;x
dwarfslaves;Dwarf Slaves;;;;;;;;;;x
elfslaves;Elf Slaves;;;;;;;;;;x
duel_max_hp;Max HP;;;;;;;;;;x
duel_att;Attack;;;;;;;;;;x
duel_def;Defence;;;;;;;;;;x
SW;Willpower;;;;;;;;;;x
magic_points;Magic Points;;;;;;;;;;x
Int;Intelligence;;;;;;;;;;x
k4_roll;D4 Roll;;;;;;;;;;x
k10_roll;D10 Roll;;;;;;;;;;x
carstein_death_count;times Von Carstein ringbearer died;;;;;;;;;;x
sleep_level;Slann's sleep level;;;;;;;;;;x
hashut_favour_points;Hashut's favour;;;;;;;;;;x
#CBS
# Chaos subjugation
CB_NAME_CHAOS_SUBJUGATION;Unholy Subjugation of [Title.GetBaseName];Assujettissement de [Title.GetBaseName];Unterwerfung von [Title.GetBaseName];;Subyugación de [Title.GetBaseName];;;;;;;;;x
chaos_subjugation_desc;The strongest will rule!;;;;;;;;;;;;;x
WAR_NAME_CHAOS_SUBJUGATION;$ORDER$$FIRST_ADJ$ Unholy Subjugation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ assujettissement de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Unterwerfung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ Subyugación de $OTHER_TITLE$;;;;;;;;;x
#chaos invasion
CB_NAME_CHAOS_INVASION;Chaos Invasion of [Title.GetBaseName];;;;;;;;;;;;;x
chaos_invasion_desc;Starts a Chaos Invasion in the glory of Dark Gods. Only a true champion of Gods may receive help form other follower of Chaos.;;;;;;;;;;;;;x
WAR_NAME_CHAOS_INVASION;$ORDER$$FIRST_ADJ$ Chaos Invasion of $OTHER_TITLE$;;;;;;;;;;;;;x 
#
# NEW TROOP TYPES 
#
magical_spells;Spell Points;;;;;;;;;;;;;x
magical_spells_MORALE;<not applicable>;;;;;;;;;;;;;x
magical_spells_DISCIPLINE;<not applicable>;;;;;;;;;;;;;x
magical_spells_OFFENSIVE_FIRE;Spells Damage;;;;;;;;;;;;;x
magical_spells_DEFENSIVE_FIRE;Spells Duration;;;;;;;;;;;;;x
magical_spells_modifier;Combat Modifier boost to Spells;;;;;;;;;;;;;x
magical_spells_offensive;Spells Offensive;;;;;;;;;;;;;x
magical_spells_defensive;Spells Defensive;;;;;;;;;;;;;x
#
gunpowder;Gunners;;;;;;;;;;;;;x
gunpowder_MORALE;Gunners Morale;;;;;;;;;;;;;x
gunpowder_DISCIPLINE;Gunners Discipline;;;;;;;;;;;;;x
gunpowder_modifier;Combat Modifier boost to Gunners Troops;;;;;;;;;;;;;x
gunpowder_OFFENSIVE_FIRE;Gunners Damage;;;;;;;;;;;;;x
gunpowder_DFENSIVE_FIRE;Gunners Defence;;;;;;;;;;;;;x
gunpowder_defensive;Gunners Defensive;;;;;;;;;;;;;x
gunpowder_offensive;Gunners Offensive;;;;;;;;;;;;;x
#	
artillery;Artillery;;;;;;;;;;;;x
artillery_MORALE;Artillery Morale;;;;;;;;;;;;;x
artillery_DISCIPLINE;Artillery Discipline;;;;;;;;;;;;;x
artillery_offensive;Artillery Offensive;;;;;;;;;;;;x
artillery_defensive;Artillery Defensive;;;;;;;;;;;;x
artillery_morale;Artillery Morale;;;;;;;;;;;;x
artillery_modifier;Combat Modifier boost to Artillery;;;;;;;;;;;;;x
artillery_OFFENSIVE_FIRE;Artillery Damage;;;;;;;;;;;;;x
artilleryr_DFENSIVE_FIRE;Artillery Defence;;;;;;;;;;;;;x
#
vampire_knights;Vampire Knights;;;;;;;;;;;;;
vampire_knights_MORALE;Vampire Knights Morale;;;;;;;;;;;;;x
vampire_knights_DISCIPLINE;Vampire Knights Discipline;;;;;;;;;;;;;x
vampire_knights_desc;A company of immortal knights in dark armor.;;;;;;;;;;;;;
vampire_knights_modifier;Combat Modifier boost to Vampire Knights;;;;;;;;;;;;;x
vampire_knights_OFFENSIVE_FIRE;Vampire Knights Damage;;;;;;;;;;;;;x
vampire_knights_DFENSIVE_FIRE;Vampire Knights Defence;;;;;;;;;;;;;x
vampire_knights_offensive;Charge;;;;;;;;;;;;;
vampire_knights_defensive;Endurance;;;;;;;;;;;;;
vampire_knights_morale;Crushing Will;;;;;;;;;;;;;
#
undead_horde;Undead Horde;;;;;;;;;;;;;
undead_horde_desc;A shambling horde of undead warriors summoned from the grave by foul sorcery.;;;;;;;;;;;;;
undead_horde_offensive;Leap;;;;;;;;;;;;;
undead_horde_defensive;Stand;;;;;;;;;;;;;
undead_horde_morale;Shamble;;;;;;;;;;;;;
undead_horde_MORALE;Undead Horde Morale;;;;;;;;;;;;;x
undead_horde_DISCIPLINE;Undead Horde Discipline;;;;;;;;;;;;;x
undead_horde_modifier;Combat Modifier boost to Undead Horde;;;;;;;;;;;;;x
undead_horde_OFFENSIVE_FIRE;Undead Horde Damage;;;;;;;;;;;;;x
undead_horde_DFENSIVE_FIRE;Undead Horde Defence;;;;;;;;;;;;;x
#
daemonic_host;Daemonic Host;;;;;;;;;;;;;
daemonic_host_desc;Daemonic Host;;;;;;;;;;;;;
daemonic_host_offensive;Spree;;;;;;;;;;;;;
daemonic_host_defensive;Shielding;;;;;;;;;;;;;
daemonic_host_morale;Stability;;;;;;;;;;;;;
daemonic_host_MORALE;Daemonic Host Morale;;;;;;;;;;;;;x
daemonic_host_DISCIPLINE;Daemonic Host Discipline;;;;;;;;;;;;;x
daemonic_host_modifier;Combat Modifier boost to Daemonic Host;;;;;;;;;;;;;x
daemonic_host_OFFENSIVE_FIRE;Daemonic Host Damage;;;;;;;;;;;;;x
daemonic_host_DFENSIVE_FIRE;Daemonic Host Defence;;;;;;;;;;;;;x
#	
siege_tanks;War Engine;;;;;;;;;;;;x
siege_tanks_MORALE;War Engine Morale;;;;;;;;;;;;;x
siege_tanks_DISCIPLINE;War Engine Discipline;;;;;;;;;;;;;x
siege_tanks_offensive;War Engine Offensive;;;;;;;;;;;;x
siege_tanks_defensive;War Engine Defensive;;;;;;;;;;;;x
siege_tanks_morale;War Engine Morale;;;;;;;;;;;;x
siege_tanks_modifier;Combat Modifier boost to War Engines;;;;;;;;;;;;;x
siege_tanks_OFFENSIVE_FIRE;War Engine Damage;;;;;;;;;;;;;x
siege_tanks_DFENSIVE_FIRE;War Engine Defence;;;;;;;;;;;;;x
#	
chariots;Charioteers;;;;;;;;;;;;x
chariots_MORALE;Charioteers Morale;;;;;;;;;;;;;x
chariots_DISCIPLINE;Charioteers Discipline;;;;;;;;;;;;;x
chariots_offensive;Charioteers Offensive;;;;;;;;;;;;x
chariots_defensive;Charioteers Defensive;;;;;;;;;;;;x
chariots_morale;Charioteers Morale;;;;;;;;;;;;x
chariots_modifier;Combat Modifier boost to Charioteers;;;;;;;;;;;;;x
chariots_OFFENSIVE_FIRE;Charioteers Damage;;;;;;;;;;;;;x
chariots_DFENSIVE_FIRE;Charioteers Defence;;;;;;;;;;;;;x
#GOVERNMENT FLAVOURS
gov_chiefdom;[Religion.GetName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Religion.GetGroupName]);[Religion.GetGroupName] [PrimaryTitle.GetTier];;[PrimaryTitle.GetTier] [Religion.GetGroupName];;;;;;;;;x
gov_grand_chiefdom;[Religion.GetName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Religion.GetGroupName]);[Religion.GetGroupName] [PrimaryTitle.GetTier];;[PrimaryTitle.GetTier] [Religion.GetGroupName];;;;;;;;;x
gov_noble_chiefdom;Noble [Religion.GetName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Religion.GetGroupName]) noble;[Religion.GetGroupName] [PrimaryTitle.GetTier] (Adlige);;Noble [PrimaryTitle.GetTier] [Religion.GetGroupName];;;;;;;;;x
gov_muslim_chiefdom;[Religion.GetName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Religion.GetGroupName]);[Religion.GetGroupName] [PrimaryTitle.GetTier];;[PrimaryTitle.GetTier] [Religion.GetName];;;;;;;;;x
gov_noble_muslim_chiefdom;Noble [Religion.GetName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Religion.GetGroupName]) noble;[Religion.GetGroupName] [PrimaryTitle.GetTier] (Adlige);;Noble [PrimaryTitle.GetTier] [Religion.GetName];;;;;;;;;x
gov_african_chiefdom;[Religion.GetName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Religion.GetGroupName]);[Religion.GetGroupName] [PrimaryTitle.GetTier];;[PrimaryTitle.GetTier] [Religion.GetName];;;;;;;;;x
gov_noble_african_chiefdom;Noble [Religion.GetName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Religion.GetGroupName]) noble;[Religion.GetGroupName] [PrimaryTitle.GetTier] (Adlige);;Noble [PrimaryTitle.GetTier] [Religion.GetName];;;;;;;;;x
gov_highborn_default;Asur [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_highborn_colony;Asur Colony;;;;;;;;;;;;;x
gov_druchii_default;Druchii [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_malekith_default;Witch Kingdom;;;;;;;;;;;;;x
gov_nehekharan_default;Nehekharan [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_dwarf_default;Dwarf [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_vampiric_default;Vampiric [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_vampiric_necrarch;Necrocratic [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_vampiric_jade;Jade [PrimaryTitle.GetTier];;;;;;;;;;;;;x
