ghrond_support_8;Dreaded Master §C<§ §Y8§! §C/§! §Z10§! §C>§!;;;;;;;;;;;;;
ghrond_support_9;Dreaded Master §C<§ §Y9§! §C/§! §Z10§! §C>§!;;;;;;;;;;;;;
ghrond_support_10;The Hags' Favourite §C<§ §Y10§! §C/§! §Z10§! §C>§!;;;;;;;;;;;;;
ghrond_support_1_desc;This member of Ghrond's Cabal has some supporters, but they are so few in number, it'll hardly make a difference.;;;;;;;;;;;;;
ghrond_support_2_desc;This member of Ghrond's Cabal has some supporters, but they are so few in number, it'll hardly make a difference.;;;;;;;;;;;;;
ghrond_support_3_desc;This member of Ghrond's Cabal has some supporters, but they are so few in number, it'll hardly make a difference.;;;;;;;;;;;;;
ghrond_support_4_desc;This member of Ghrond's Cabal has a considerable number of supporters and might try and take Ghrond after the current owner passes away.;;;;;;;;;;;;;
ghrond_support_5_desc;This member of Ghrond's Cabal has a considerable number of supporters and might try and take Ghrond after the current owner passes away.;;;;;;;;;;;;;
ghrond_support_6_desc;This member of Ghrond's Cabal has a considerable number of supporters and might try and take Ghrond after the current owner passes away.;;;;;;;;;;;;;
ghrond_support_7_desc;This member of Ghrond's Cabal has the loyalty and fear of many in the Dark Tower and is renowned as a master of the arcane arts. It might very well be for the cabal to support this claimant once the current ruler is dead.;;;;;;;;;;;;;
ghrond_support_8_desc;This member of Ghrond's Cabal has the loyalty and fear of many in the Dark Tower and is renowned as a master of the arcane arts. It might very well be for the cabal to support this claimant once the current ruler is dead.;;;;;;;;;;;;;
ghrond_support_9_desc;This member of Ghrond's Cabal has the loyalty and fear of many in the Dark Tower and is renowned as a master of the arcane arts. It might very well be for the cabal to support this claimant once the current ruler is dead.;;;;;;;;;;;;;
ghrond_support_10_desc;This is one of the most esteemed and revered members of Ghrond, and the most likely successor to the current ruler.;;;;;;;;;;;;;
ghrond_check_successor;Check Ghrond's Polls;;;;;;;;;;;;;
ghrond_check_successor_desc;Ask around to see who is amongst the most favourite of the current members of the Cabal.;;;;;;;;;;;;;
ghrond_retract_vote;Retract Support;;;;;;;;;;;;;
ghrond_retract_vote_desc;Retract your support to [Root.GetTitledFirstName]'s claim on Ghrond. You can still decide to support [Root.GetHerHim] later.;;;;;;;;;;;;;
ghrond_cast_vote;Support [Root.GetFirstName];;;;;;;;;;;;;
ghrond_cast_vote_desc;Support [Root.GetFirstName] as the next elected ruler of Ghrond's Cabal of practitioners of the Dark Arts. You can always decide to retract your vote later.;;;;;;;;;;;;;
reversed_gravity;Reversed Gravity;;;;;;;;;;;;;
reversed_gravity_desc;This land has been turned upside down. Rivers fall into the sky and people can barely touch the ground without clinging on it.;;;;;;;;;;;;;
warphole_epicentre;Warp Rift;;;;;;;;;;;;;
warphole_epicentre_desc;An eldritch portal into the Realms of Chaos has opened in this land, spitting out otherworldly monstrosities, warping and mutating the land, and devouring anyone unlucky enough to get caught in its roaming tendrils of energy.;;;;;;;;;;;;;
magic_potential_1;Scarce Magic Potential;;;;;;;;;;;;;
magic_potential_1_desc;This character can only just interact with magic. Although they can learn, the process will be difficult and they are unlikely to progress beyond the most basic rituals and incantations.;;;;;;;;;;;;;
magic_potential_2;Average Magic Potential;;;;;;;;;;;;;
magic_potential_2_desc;This character has a notable gift for magic, giving them the potential to master many common spells.;;;;;;;;;;;;;
magic_potential_3;Strong Magic Potential;;;;;;;;;;;;;
magic_potential_3_desc;This character shows great potential in arcane power, and with time and effort they could become an exceptional spellcaster.;;;;;;;;;;;;;
magic_potential_4;Great Magic Potential;;;;;;;;;;;;;
magic_potential_4_desc;This character has been gifted with unparalleled magical potential, possessing an instinctive ability for grasping the Winds of Magic and bending reality to their will.;;;;;;;;;;;;;
opinion_spared_witch;Spared Witch;;;;;;;;;;;;;
opinion_protected_me;Protected Me;;;;;;;;;;;;;
opinion_evil_sorcerer;Evil Sorcerer;;;;;;;;;;;;;
opinion_destroyed_family;Destroyed Relative;;;;;;;;;;;;;
summon_demon;Summon Daemon;;;;;;;;;;;;;
summon_demon_desc;Use your powers to summon a daemon of your choosing from the Realms of Chaos. Be careful: this practice has been known to be very dangerous for untried sorcerers.;;;;;;;;;;;;;
vassal_possess_ritual;Summon a daemon inside [Root.GetFirstName];;;;;;;;;;;;;
vassal_possess_ritual_desc;Use [Root.GetTitledFirstName] as recipient for a creature from the Realms of Chaos and bind the resulting abomination to your service.;;;;;;;;;;;;;
tzeentchian_pet;Tzeentchian Familiar;;;;;;;;;;;;;
tzeentchian_pet_desc;This character has a Tzeentchian daemon offering its services and providing its expertise to them.;;;;;;;;;;;;;
nurglite_pet;Nurglite Familiar;;;;;;;;;;;;;
nurglite_pet_desc;This character has a Nurglite daemon offering its services and providing its expertise to them.;;;;;;;;;;;;;
slaaneshi_pet;Slaaneshi Familiar;;;;;;;;;;;;;
slaaneshi_pet_desc;This character has a Slaaneshi daemon offering its services and providing its expertise to them.;;;;;;;;;;;;;
khornate_pet;Khornate Familiar;;;;;;;;;;;;;
khornate_pet_desc;This character has a Khornate daemon offering its services and providing its expertise to them.;;;;;;;;;;;;;
khorne_demon;Daemon of Khorne;;;;;;;;;;;;;
khorne_demon_desc;Daemons of Khorne are brutal and violent creatures from the Realms of Chaos, existing to spread death and mayhem wherever they go.;;;;;;;;;;;;;
nurgle_demon;Daemon of Nurgle;;;;;;;;;;;;;
nurgle_demon_desc;Daemons of Nurgle are corrupted and hideous creatures, ravaged by decay and countless diseases, which they joyfully spread for the glory of their god.;;;;;;;;;;;;;
slaanesh_demon;Daemon of Slaanesh;;;;;;;;;;;;;
slaanesh_demon_desc;Daemons of Slaanesh are eerie and unsettling creatures with twisted charms, ready to seduce and torture their preys. They love to lead mortals to the heights of passion promised by their Dark Prince, where pleasure and pain intertwine.;;;;;;;;;;;;;
tzeentch_demon;Daemon of Tzeentch;;;;;;;;;;;;;
tzeentch_demon_desc;Daemons of Tzeentch come in all shapes and colours. Some are mindless beasts, others elusive manipulators. All of them forward the plans of their god, seeding confusion and betrayal in the hearts of mortals.;;;;;;;;;;;;;
opinion_possessed_w;Crazed Lunatic;;;;;;;;;;;;;
exorcism_spell;Exorcise [Root.GetFirstName];;;;;;;;;;;;;
exorcism_spell_desc;[Root.GetFirstName] shows clear signs of possession. You can use your magic to try and exorcise the evil spirit from within [Root.GetHerHis] body before it's too late.;;;;;;;;;;;;;
possession_counter;Daemonic Influence;;;;;;;;;;;;;
summon_demon_other;Summon Daemon;;;;;;;;;;;;;
summon_demon_other_desc;Although you're not a mage yourself, there is someone in your court who might lend you their expertise in the arcane matters and bound a daemon into your service.;;;;;;;;;;;;;
send_asur_apprentice;Send to Hoeth;;;;;;;;;;;;;
send_asur_apprentice_desc;Send [Root.GetFirstName] to Hoeth, so that [Root.GetSheHe] can study with the Loremasters and maybe one day become a renowned wizard.;;;;;;;;;;;;;
mage_ward_apprentice;Take Apprentice;;;;;;;;;;;;;
mage_ward_apprentice_desc;You can take [Root.GetFirstName] as an apprentice mage if you think [Root.GetSheHe] shows some promise in the arcane arts.;;;;;;;;;;;;;
chaosmage_ward_apprentice;Take Acolyte;;;;;;;;;;;;;
chaosmage_ward_apprentice_desc;If proper initiated to the mysteries of Chaos, [Root.GetFirstName] might be blessed by the gods and receive the gift of magic.;;;;;;;;;;;;;
opinion_unauthorized_tutoring;Unauthorized Tutoring;;;;;;;;;;;;;
opinion_sorcerous_rival;Sorcerous Rival;;;;;;;;;;;;;
learn_magic_yourself;Teach yourself Magic;;;;;;;;;;;;;
learn_magic_yourself_desc;Learning magic on your own is the hardest and most dangerous way to do so, but, lacking any other possibility...;;;;;;;;;;;;;
hedge_wizard;Hedge Wizard;;;;;;;;;;;;;
hedge_wizard_desc;A hedge wizard is someone who is trying his hand at magic without any master or tutor. They tend to live apart from society at large, as they have a sometimes-deserved reputation for causing disasters and misfortune.;;;;;;;;;;;;;
dwarf_chaos_stoned;Stoned Sorcerer;;;;;;;;;;;;;
opinion_demon_havoc;Rampaging Daemon;;;;;;;;;;;;;
hunt_demon_down;Call a Daemon Hunt;;;;;;;;;;;;;
hunt_demon_down_desc;There might be a daemon loose in your lands. To keep your subjects and yourself safe, it would be wise to call in the experts and run the creature down before it causes more trouble.;;;;;;;;;;;;;
khornecultist15B;It shall be my time as well!;;;;;;;;;;;;;
turn_courtier_into_vampire_desc;Turn [Root.GetFirstName] into a creature of the night. Be aware some Bloodlines have harsher requirements than others and might require a prestige or piety cost for the turning.\n\n The Blood Dragon prize martial skill above all and a sire will be shamed if he takes a weak or deformed fledgling under his wing.\n\n Strigoi await for the day their Kingdom will rise again and do not desire to have at all within their ranks young fledglings who where not alive when Strygos was standing.;;;;;;;;;;;;;
ask_liege_vampirization;Ask for Dark Gift;;;;;;;;;;;;;
ask_liege_vampirization_desc;Your liege is a vampire and will live forever. Why should you be plagued by disease and death? You could ask your master to give you the gift of undeath.;;;;;;;;;;;;;
opinion_sired_me;Sired Me;;;;;;;;;;;;;
opinion_v_adopted_me;Adopted Me;;;;;;;;;;;;;
opinion_v_rejected_adoption;Rejected Adoption;;;;;;;;;;;;;
askvampliegedynasty;Ask for Adoption;;;;;;;;;;;;;
askvampliegedynasty_desc;Ask to be formally recognized by your sire as a member of [Root.GetHerHis] ancient Bloodline.;;;;;;;;;;;;;
kid_vampire;Nightchild (Cosmetic);;;;;;;;;;;;;
;;;;;;;;;;;;;;
bloodletter_charge_tactic;Bloodletter Charge;;;;;;;;;;;;;
plaguebearer_defense_tactic;Plaguebearer Defense;;;;;;;;;;;;;
daemonettes_leap_tactic;Daemonette Leap;;;;;;;;;;;;;
flamers_burst_tactic;Flamer Burst;;;;;;;;;;;;;
daemon_phasing_out;Instability;;;;;;;;;;;;;
;;;;;;;;;;;;;;
make_offer_chaos;Chaos Offering;;;;;;;;;;;;;
make_offer_chaos_desc;Make an offering to the Ruinous Powers so that they may look favourably upon you. The higher your Piety and the greater your Wealth, the better options will be available.\n\nNote that if you are a follower of Chaos Undivided, you will be able to make a choice between which of the Four Gods to sacrifice to, but you will only get to give the smallest offerings and get less gifts out of them.;;;;;;;;;;;;;
opinion_loving_liege;Loving Liege;;;;;;;;;;;;;
chosen_khorne;Chosen of Khorne;;;;;;;;;;;;;
chosen_khorne_desc;This great warrior has been blessed by Khorne with inhuman strength and an insatiable thirst for blood, making them a terrible opponent on any field of battle.;;;;;;;;;;;;;
chosen_nurgle;Chosen of Nurgle;;;;;;;;;;;;;
chosen_nurgle_desc;This bloated and decomposing creature has been blessed by Nurgle and is eager to spread all of their many gifts throughout the world.;;;;;;;;;;;;;
chosen_slaanesh;Chosen of Slaanesh;;;;;;;;;;;;;
chosen_slaanesh_desc;The alluring scent of the Serpent emanates from this character. They have gone further than most in their pursuit of Slaanesh's favour, and so the Prince of Pleasure has granted them many gifts.;;;;;;;;;;;;;
chosen_tzeentch;Chosen of Tzeentch;;;;;;;;;;;;;
chosen_tzeentch_desc;The Changer of Ways has blessed this character more than most, granting them strange and unique gifts to aid them.;;;;;;;;;;;;;
prince_khorne;Daemon Prince of Khorne;;;;;;;;;;;;;
prince_khorne_desc;This character has ascended past the boundaries of mortality. The Lord of Skulls has deemed them worthy of the greatest honour and made them an immortal engine of violence and destruction, to forever fight in his name.;;;;;;;;;;;;;
prince_nurgle;Daemon Prince of Nurgle;;;;;;;;;;;;;
prince_nurgle_desc;This character has ascended past the boundaries of mortality. The Lord of Flies has bestowed upon them the greatest gift and made them an immortal creature of corruption and decay.;;;;;;;;;;;;;
prince_slaanesh;Daemon Prince of Slaanesh;;;;;;;;;;;;;
prince_slaanesh_desc;This character has ascended past the boundaries of mortality. The Dark Prince has welcomed them to his garden and let them share in the forbidden fruit of godhood.;;;;;;;;;;;;;
prince_tzeentch;Daemon Prince of Tzeentch;;;;;;;;;;;;;
prince_tzeentch_desc;This character has ascended past the boundaries of mortality. The Great Architect drowned them in the Winds of Magic until their body and soul were torn apart and born anew.;;;;;;;;;;;;;
daemonic_defense_tactic;Daemonic Barrage;;;;;;;;;;;;;
daemonic_countercharge_tactic;Daemonic Charge;;;;;;;;;;;;;
daemonic_subjugation_desc;§Y$CLAIMANT$§! needs no reason to subjugate any realm to their whims.;;;;;;;;;;;;;
CB_NAME_PRINCE_SUBJUGATION;Chaos Incursion of [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_PRINCE_SUBJUGATION;$ORDER$$FIRST_ADJ$ Chaos Incursion of $OTHER_TITLE$;;;;;;;;;;;;;
khorne_favor;Khorne's Favour;;;;;;;;;;;;;
nurgle_favor;Nurgle's Favour;;;;;;;;;;;;;
slaanesh_favor;Slaanesh's Favour;;;;;;;;;;;;;
tzeentch_favor;Tzeentch's Favour;;;;;;;;;;;;;
opinion_soulsucked_family_druchii;Sucked Relative's Soul;;;;;;;;;;;;;
opinion_soulsucked_family;Sucked Relative's Soul;;;;;;;;;;;;;
vassal_eat_soul;Eat [Root.GetFirstName]'s Soul;;;;;;;;;;;;;
vassal_eat_soul_desc;Mortals make for delightful toys, but their most delicious part is that which cannot be seen.;;;;;;;;;;;;;
summon_daemon_host;Summon Reinforcements;;;;;;;;;;;;;
summon_daemon_host_desc;Call forth your daemonic legions from the Realms of Chaos for a limited amount of time.;;;;;;;;;;;;;
learn_necromancy_yourself;Learn Necromancy;;;;;;;;;;;;;
learn_necromancy_yourself_desc;You're not unfamiliar with the forces of darkness. You might attempt to learn more on your own, if you so desire.;;;;;;;;;;;;;
demand_courtier_religious_conversion;Demand Religious Conversion;;;;;;;;;;;;;
demand_vassal_religious_conversion;Demand Religious Conversion;;;;;;;;;;;;;
demand_courtier_religious_conversion_b;Demand Religious Conversion;;;;;;;;;;;;;
demand_vassal_religious_conversion_b;Demand Religious Conversion;;;;;;;;;;;;;
demand_courtier_religious_conversion_desc;Request [Root.GetFirstName] to forsake [Root.GetHerHis] current gods and worship yours.;;;;;;;;;;;;;
demand_vassal_religious_conversion_desc;Request [Root.GetFirstName] to forsake [Root.GetHerHis] current gods and worship yours.;;;;;;;;;;;;;
demand_courtier_religious_conversion_b_desc;Request [Root.GetFirstName] to forsake [Root.GetHerHis] current gods and worship yours.;;;;;;;;;;;;;
demand_vassal_religious_conversion_b_desc;Request [Root.GetFirstName] to forsake [Root.GetHerHis] current gods and worship yours.;;;;;;;;;;;;;
necromancer_ward_apprentice;Take as Necromancer Apprentice;;;;;;;;;;;;;
necromancer_ward_apprentice_desc;You have a certain understanding of the dark arts. Perhaps [Root.GetFirstName] could be taught some of what you know, after proper training.;;;;;;;;;;;;;
necromantic_power_1;Necromantic Power I;;;;;;;;;;;;;
necromantic_power_1_desc;This character has started some sort of unholy ritual, sacrificing the living to raise the dead.;;;;;;;;;;;;;
necromantic_power_2;Necromantic Power II;;;;;;;;;;;;;
necromantic_power_2_desc;This character has involved themselves in an unholy ritual, sacrificing the living to raise the dead.;;;;;;;;;;;;;
necromantic_power_3;Necromantic Power III;;;;;;;;;;;;;
necromantic_power_3_desc;This character is taking part in an unholy ritual, sacrificing the living to raise the dead.;;;;;;;;;;;;;
necromantic_power_4;Necromantic Power IV;;;;;;;;;;;;;
necromantic_power_4_desc;This character is deep in a great unholy ritual, sacrificing the living to raise the dead.;;;;;;;;;;;;;
necromantic_power_5;Necromantic Power V;;;;;;;;;;;;;
necromantic_power_5_desc;This character reeks of death and is likely preparing themselves for a great necromantic ritual.;;;;;;;;;;;;;
province_tainted_1;Tainted Province I;;;;;;;;;;;;;
province_tainted_1_desc;This province has been tainted by a necromantic ritual of some sort.;;;;;;;;;;;;;
province_tainted_2;Tainted Province II;;;;;;;;;;;;;
province_tainted_2_desc;This province has been tainted by a necromantic ritual. The land is sick, but not unrecoverable.;;;;;;;;;;;;;
province_tainted_3;Tainted Province III;;;;;;;;;;;;;
province_tainted_3_desc;This province has been scourged by dark magic. It will take time to restore balance and make it habitable once more.;;;;;;;;;;;;;
province_tainted_4;Tainted Province IV;;;;;;;;;;;;;
province_tainted_4_desc;This province has been scourged by dark magic. It will take a long time to restore life and make it habitable once more.;;;;;;;;;;;;;
province_tainted_5;Tainted Province V;;;;;;;;;;;;;
province_tainted_5_desc;This province has been devastated by a great necromantic ritual which scoured it of almost all life.;;;;;;;;;;;;;
undead_summoning;Summon Undead;;;;;;;;;;;;;
undead_summoning_desc;Perform a ritual in order to summon an undead horde to assist you in battle. To prepare the summoning you have to perform a number of sacrifices, the higher the victim count, the greater the ritual will be.;;;;;;;;;;;;;
necro_execute_prisoner;Sacrifice for Ritual;;;;;;;;;;;;;
necro_execute_prisoner_desc;[Root.GetFirstName]'s death can serve much more. With the proper preparations, [Root.GetHerHis] life essence and [Root.GetHerHis] very soul could be the focus for a necromantic ritual.;;;;;;;;;;;;;
unholy_raid_desc;§Y$CLAIMANT$§! can call a raid against the unbelievers and heretics, slaughtering them and pillaging their lands for the glory of the Dark Gods!;;;;;;;;;;;;;
CB_NAME_UNHOLY_RAID;Chaos Raid on [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_UNHOLY_RAID;$ORDER$$FIRST_ADJ$ Chaos Raid on $OTHER_TITLE$;;;;;;;;;;;;;
plot_steal_carstein_ring;Steal the Carstein Ring;;;;;;;;;;;;;
plot_steal_carstein_ring_desc;As long as a vampire wears it, the ring shall grant the undead invincibility.;;;;;;;;;;;;;
prisonersteal_carstein_ring;Claim the Carstein Ring;;;;;;;;;;;;;
prisonersteal_carstein_ring_desc;The holder of the Carstein Ring of invincibility lies in chains within your dungeon. The dark artifact is yours for the taking.;;;;;;;;;;;;;
plot_steal_carstein_ring_title;Steal the Carstein Ring;;;;;;;;;;;;;
ghoul_unrest;Ghoul Unrest;;;;;;;;;;;;;
ghoul_unrest_desc;A pack of flesh-eaters has settled in this province, wreaking havoc in its search for fresh food.;;;;;;;;;;;;;
opinion_stolen_ring;Stolen My Ring;;;;;;;;;;;;;
ca_undead_catacombs;Undead Catacombs;;;;;;;;;;;;;
ct_undead_catacombs;Undead Catacombs;;;;;;;;;;;;;
tp_undead_catacombs;Undead Catacombs;;;;;;;;;;;;;
tb_undead_catacombs;Undead Catacombs;;;;;;;;;;;;;
ca_undead_catacombs_desc;Mindless forms of undead tend to instinctively gather around vampires like moths to a light, ready to obey their dark masters' commands.;;;;;;;;;;;;;
ca_ghoul_colony_1;Ghoul Colony;;;;;;;;;;;;;
ct_ghoul_colony_1;Ghoul Colony;;;;;;;;;;;;;
tp_ghoul_colony_1;Ghoul Colony;;;;;;;;;;;;;
tb_ghoul_colony_1;Ghoul Colony;;;;;;;;;;;;;
ca_ghoul_colony_1_desc;A pack of ghouls has gathered in this province, feeding on the local populace in exchange for its utter obedience to the local vampire lord.;;;;;;;;;;;;;
ca_gothic_keep_1;Gothic Wing;;;;;;;;;;;;;
ca_gothic_keep_1_desc;The Sylvanian vampires are well known for building vast and grotesque fortresses, large enough for them to entertain themselves in all those activities that mortals usually partake in the outside.;;;;;;;;;;;;;
ca_gothic_keep_2;Gothic Wing;;;;;;;;;;;;;
ca_gothic_keep_3;Gothic Wing;;;;;;;;;;;;;
ca_gothic_keep_4;Gothic Fortress;;;;;;;;;;;;;
ca_gothic_keep_5;Gothic Fortress;;;;;;;;;;;;;
ca_gothic_keep_6;Gothic Fortress;;;;;;;;;;;;;
grave_guard;Grave Guard;;;;;;;;;;;;;
grave_guard_desc;Summon some of the elite troops employed by the Carstein bloodline to protect its lands and lead the advance of its undead armies.;;;;;;;;;;;;;
abyssal_terror_mount;Abyssal Terror Mount;;;;;;;;;;;;;
abyssal_terror_mount_desc;The most warlike vampires ride to battle on the backs of monstrous, winged, dread-inspiring mounts. Some are creatures of Chaos from the mountains, the resurrected hybrids of rapacious beasts. Others are nightmarish creations of Dark Magic, bound with shadows and given bodies of writhing blood and flayed skin.;;;;;;;;;;;;;
buildabyssalterror;Build an Abyssal Terror;;;;;;;;;;;;;
buildabyssalterror_desc;Through infusion of Dark Arts and the Necromantic power filling your veins, you should be able to create a mount truly worthy of your stature...;;;;;;;;;;;;;
kid_vampire_lahmian;Lahmian Nightchild (Cosmetic);;;;;;;;;;;;;
is_vampire_trigger;Is a Vampire;;;;;;;;;;;;;
is_vampire_visible_trigger;Is a Known Vampire;;;;;;;;;;;;;
is_undead_trigger;Is an Undead;;;;;;;;;;;;;
is_invincible_trigger;Is Unperishable;;;;;;;;;;;;;
is_immortal_trigger;Is Immortal;;;;;;;;;;;;;
root_makes_from_vampire_effect;[Root.GetFirstName] gives [From.GetFirstName] the Dark Kiss.;;;;;;;;;;;;;
from_makes_root_vampire_effect;[From.GetFirstName] gives [Root.GetFirstName] the Dark Kiss.;;;;;;;;;;;;;
fromfrom_makes_root_vampire_effect;[FromFrom.GetFirstName] gives [Root.GetFirstName] the Dark Kiss.;;;;;;;;;;;;;
highborn_government;Highborn Concordate;;;;;;;;;;;;;
highborn_government_desc;The High Elves rely on a mild form of autocracy, centered on cities rather than fortresses. While the elven Princes are respected and obeyed and pass down their titles by blood, they are required to treat properly all their highborn subjects. Elven rulers cannot imprison any of their subjects without a proper reason and cannot revoke titles from their elven vassals, except in some extreme circumstances. In return, they have absolutely no obligations in regards of their inferior non-elven subjects.;;;;;;;;;;;;;
cleanse_beastman_presence;Cleanse Beastman Presence;;;;;;;;;;;;;
cleanse_beastman_presence_desc;Beastmen have left their tainted touch on this province. With a little founding you could call for an expedition to eliminate them entirely from the area.;;;;;;;;;;;;;
hunting_beastmen;Hunting Beastmen;;;;;;;;;;;;;
hunting_beastmen_desc;An attempt to exterminate the Beastmen of this province is ongoing.;;;;;;;;;;;;;
eternal_court_government;Eternal Court;;;;;;;;;;;;;
eternal_court_government_desc;The Asrai live in a harmonious co-existance with the denizers of Athel Loren, but are known for their frivolous and sometimes savage behavior. Their society revolves around the cycles of the forest, as determined by the Avatars of Ishtar and Kurnous, who rule over the High Lords of the Glades.;;;;;;;;;;;;;
plot_steal_carstein_ring_short;Steal the Carstein Ring;;;;;;;;;;;;;
plot_steal_carstein_ring_short_desc;As long as a vampire wears it, the ring shall grant the undead invincibility.;;;;;;;;;;;;;
plot_steal_carstein_ring_named;As long as a vampire wears it, the ring shall grant the undead invincibility.;;;;;;;;;;;;;
beastman_government;Warherd;;;;;;;;;;;;;
beastman_government_desc;The Beastmen are anarchic and warmongering. Their herds never settle down in one place and as they migrate they destroy everything on their path. Each warherd is led by the strongest bull, who is often challenged for dominance by its subjects.;;;;;;;;;;;;;
HORDE_RETTYPE_BEASTMEN1;Ungor Raiders;;;;;;;;;;;;;
HORDE_RETTYPE_BEASTMEN2;Gor Raiders;;;;;;;;;;;;;
HORDE_RETTYPE_BEASTMEN3;Bestigor Raiders;;;;;;;;;;;;;
HORDE_RETTYPE_BEASTMEN4;Bestigor Warriors;;;;;;;;;;;;;
HORDE_RETTYPE_BEASTMEN5;Tuskgor Pack;;;;;;;;;;;;;
HORDE_RETTYPE_BEASTMEN6;Centigor Raiders;;;;;;;;;;;;;
HORDE_RETTYPE_BEASTMEN7;Troll Pack;;;;;;;;;;;;;
druchii_government;Nagarythian Ascendancy;;;;;;;;;;;;;
druchii_government_desc;The Druchii are proud and stubborn as their insular cousins, but they are also vicious raiders and slavers renown for their cruelty. Druchii society is built upon mistrust and backstabbing, the Dark Elves are slow to trust and ready to mercilessly enslave humans and other lesser races without the least concern for their well-being.;;;;;;;;;;;;;
malekith_government;Witch Kingdom;;;;;;;;;;;;;
malekith_government_desc;The Witch King has created his realm upon fear and ruthlessness, asserting near-absolute power over all of his subjects. As long as he lives and holds on Naggaroth, he can freely revoke titles from any of his vassals and force absolute compliance over his subjects through his network of spies and assassins.;;;;;;;;;;;;;
nehekharan_government;Golden Hierocracy;;;;;;;;;;;;;
nehekharan_government_desc;The Tomb Kings of Nehekhara have ruled for centuries after their awakening. Proud monarchs, most of them ruled Nehehkara or parts of it in the past and each believe they are the true sovereigns, as such, they rarely comply to any requests from their alleged lieges, nor will they easily give up on their claims.;;;;;;;;;;;;;
dwarf_government;Dwarfish Alliance;;;;;;;;;;;;;
dwarf_government_desc;"The Dwarfs base their feudal-like government upon millennia-old traditions. Usually, Dwarf rulers ""lease"" lands to their subjects, as well as the clan halls, forges, and mines in them. In turn, the subjects must provide back a proportion of all gold and precious minerals extracted from the leased lands, and a levy is placed upon their holds. The Dwarfs are highly isolationist and bear little love for surface-dwellers, but they maintain great respect towards their own.";;;;;;;;;;;;;
vampiric_government;Midnight Aristocracy;;;;;;;;;;;;;
vampiric_government_desc;Vampires are strong individualists who suffer little control to be exerted upon them, yet their undead armies and innate powers allow them to rule over vast swathes of land with little difficulty. ;;;;;;;;;;;;;
chaosdwarf_government;Sorcerous Conclave;;;;;;;;;;;;;
chaosdwarf_government_desc;The Chaos Dwarfs are ruled by the tyrannical Sorcerer-Prophets of Hashut, who assert their rule through fear and magical might granted to them by the Bullfather. Not all Chaos Dwarf rulers are Sorcerer-Prophets though, and indeed, most are petty warlords and slavemasters known as Despots or Overlords. Despite not being Sorcerer-Prophets, Chaos Dwarf custom still dictates that they must govern from the Ziggurat-Temples of Hashut.;;;;;;;;;;;;;
elector_count_government;Urban Feudalism;;;;;;;;;;;;;
elector_count_government_desc;The nobles of the Empire coexist with a thriving class of merchants and artisans. The Electors are used to dealing with guilds and powerful city-states, just as with haughty noblemen.;;;;;;;;;;;;;
imperial_government;The Empire;;;;;;;;;;;;;
imperial_government_desc;The nobles of the Empire coexist with a thriving class of merchants and artisans. The Electors are used to dealing with guilds and powerful city-states, just as with haughty noblemen. Traditionally the Emperor depends on the Elector Counts, who are the ones to determine the successor to the throne and have direct control over their provinces.;;;;;;;;;;;;;
congregation_government;Congregation;;;;;;;;;;;;;
congregation_government_desc;A congregation is a Sect or Order of some sort. The system of ruling and succession may change depending on the congregation, it is generally a form of seclusive life with members chosen by their qualities rather than birthright, with little to no concern towards military expansion.;;;;;;;;;;;;;
GRAND_MASTER;Grand Master;;;;;;;;;;;;;
COUNCILKNIGHT;Council-Knight;;;;;;;;;;;;;
title_grandmaster_heir;Favourite Hunter;;;;;;;;;;;;;
title_grandmaster_heir_desc;Assigning this title makes the holder elegible for the position of future Grand Master, even if he's not a Council-Knight himself. The election is held by all the Masters, thus, regardless of the picking of the previous Grand Master, someone else might be chosen.;;;;;;;;;;;;;
accused_recently;Recently Accused;;;;;;;;;;;;;
accused_recently_desc;This Witch Hunter has been recently accused of impious conduct by one of his brothers and stood up against the charges. It'll be some time before he's inquired upon again.;;;;;;;;;;;;;
opinion_framed_me;Framed Me;;;;;;;;;;;;;
opinion_accused_me;Accused Me;;;;;;;;;;;;;
denounce_master;Denounce [Root.GetFirstName];;;;;;;;;;;;;
denounce_master_desc;The Order is aware corruption may crawl even within its safe haven and every Templar must be always vigilant. If you think [Root.GetTitledFirstName] is no longer fit for duty or is guilty of unholy behavior, you can summon the Council and denounce [Root.GetHerHim] to have [Root.GetHerHim] replaced.;;;;;;;;;;;;;
expelled_k_witch_hunters_order;Expelled Witch Hunters;;;;;;;;;;;;;
expelled_k_witch_hunters_order_desc;This ruler has expelled Witch Hunters from this realm, thus leaving it undefended from the forces of Chaos.;;;;;;;;;;;;;
enlist_courtier;Enlist [Root.GetFirstName];;;;;;;;;;;;;
enlist_courtier_desc;[Root.GetFirstName] could be a valuable asset for the Order, if you deem [Root.GetHerHim] worthy of the mantle of Templar.;;;;;;;;;;;;;
exile_whunter;Expell [Root.GetFirstName];;;;;;;;;;;;;
exile_whunter_desc;[Root.GetFirstName] has brought shame to [Root.GetHerHis] office and must be expelled from the Order, so that [Root.GetSheHe] may not embarass it any further.;;;;;;;;;;;;;
borrowed_from_k_witch_hunters_order;Borrowed Money from the Witch Hunters;;;;;;;;;;;;;
borrowed_from_k_witch_hunters_order_desc;This ruler has asked a loan to the Holy Order of the Templars of Sigmar.;;;;;;;;;;;;;
